Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.3-192.168.10.12-53-4006-17,192.168.10.12,4006.0,192.168.10.3,53.0,17.0,6/7/2017 10:18,302.0,2.0,2.0,70.0,102.0,35.0,35.0,35.0,0.0,51.0,51.0,51.0,0.0,569536.4238,13245.03311,100.6666667,131.355751,250.0,3.0,49.0,49.0,0.0,49.0,49.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,6622.516556,6622.516556,35.0,51.0,41.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.75,35.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,2.0,102.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.12-53-7006-17,192.168.10.12,7006.0,192.168.10.3,53.0,17.0,6/7/2017 10:18,50373.0,2.0,2.0,76.0,108.0,38.0,38.0,38.0,0.0,54.0,54.0,54.0,0.0,3652.750481,79.40761916,16791.0,29038.70653,50322.0,3.0,48.0,48.0,0.0,48.0,48.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,80.0,39.70380958,39.70380958,38.0,54.0,44.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.5,38.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,2.0,108.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-53826-80-6,172.16.0.1,53826.0,192.168.10.50,80.0,6.0,6/7/2017 10:18,5041839.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793361311,1680613.0,2910138.957,5040952.0,127.0,5041839.0,2520919.5,3563864.139,5040952.0,887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.595020983,0.198340328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
192.168.10.12-199.59.148.11-58116-443-6,192.168.10.12,58116.0,199.59.148.11,443.0,6.0,6/7/2017 10:18,3.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,666666.6667,0.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-53852-80-6,172.16.0.1,53852.0,192.168.10.50,80.0,6.0,6/7/2017 10:18,5470963.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.731132709,1823654.333,3158065.277,5470274.0,126.0,5470963.0,2735481.5,3867580.644,5470274.0,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.548349532,0.182783177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
192.168.10.15-23.77.88.53-53284-443-6,23.77.88.53,443.0,192.168.10.15,53284.0,6.0,6/7/2017 10:18,201.0,3.0,1.0,43.0,6.0,31.0,6.0,14.33333333,14.43375673,6.0,6.0,6.0,0.0,243781.0945,19900.49751,67.0,90.07219327,170.0,3.0,201.0,100.5,137.8858223,198.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,14925.37313,4975.124378,6.0,31.0,11.0,11.18033989,125.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.75,14.33333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.0,1.0,6.0,980.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-53866-80-6,172.16.0.1,53866.0,192.168.10.50,80.0,6.0,6/7/2017 10:18,5193466.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.770198553,1731155.333,2997689.509,5192589.0,93.0,5193466.0,2596733.0,3671094.761,5192589.0,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.577648915,0.192549638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
192.168.10.12-104.88.109.24-53888-443-6,192.168.10.12,53888.0,104.88.109.24,443.0,6.0,6/7/2017 10:18,49.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,244897.9592,40816.32653,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40816.32653,0.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-53880-80-6,172.16.0.1,53880.0,192.168.10.50,80.0,6.0,6/7/2017 10:18,5905000.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677392041,1968333.333,3408667.912,5904324.0,144.0,5905000.0,2952500.0,4174509.535,5904324.0,676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.50804403,0.16934801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-53906-80-6,172.16.0.1,53906.0,192.168.10.50,80.0,6.0,6/7/2017 10:18,5337081.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.749473354,1779027.0,3080752.016,5336373.0,104.0,5337081.0,2668540.5,3772884.904,5336373.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.562105016,0.187368339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-53920-80-6,172.16.0.1,53920.0,192.168.10.50,80.0,6.0,6/7/2017 10:18,5064745.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.789773226,1688248.333,2923516.157,5064034.0,95.0,5064745.0,2532372.5,3580310.029,5064034.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.59232992,0.197443307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-53960-80-6,172.16.0.1,53960.0,192.168.10.50,80.0,6.0,6/7/2017 10:18,5216065.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.766861609,1738688.333,3010723.188,5215172.0,126.0,5216065.0,2608032.5,3687052.04,5215172.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.575146207,0.191715402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
192.168.10.1-192.168.10.3-53-60578-17,192.168.10.3,60578.0,192.168.10.1,53.0,17.0,6/7/2017 10:18,126368.0,1.0,1.0,56.0,123.0,56.0,56.0,56.0,0.0,123.0,123.0,123.0,0.0,1416.497848,15.82679159,126368.0,0.0,126368.0,126368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,7.913395796,7.913395796,56.0,123.0,78.33333333,38.68246804,1496.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,117.5,56.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,1.0,123.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-53906-80-6,192.168.10.50,80.0,172.16.0.1,53906.0,6.0,6/7/2017 10:18,768.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2604.166667,768.0,0.0,768.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,1302.083333,1302.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,227.0,229.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-53974-80-6,172.16.0.1,53974.0,192.168.10.50,80.0,6.0,6/7/2017 10:18,5948197.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672472684,1982732.333,3433582.597,5947492.0,153.0,5948197.0,2974098.5,4205013.414,5947492.0,705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.504354513,0.168118171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-54000-80-6,172.16.0.1,54000.0,192.168.10.50,80.0,6.0,6/7/2017 10:18,5411997.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73909871,1803999.0,3123841.115,5411100.0,143.0,5411997.0,2705998.5,3825591.229,5411100.0,897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.554324032,0.184774677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
192.168.10.15-192.168.10.50-53314-22-6,192.168.10.15,53314.0,192.168.10.50,22.0,6.0,6/7/2017 10:18,1531884.0,39.0,46.0,2710.0,6742.0,408.0,0.0,69.48717949,102.0667665,976.0,0.0,146.5652174,306.2592694,6170.179988,55.4872301,18236.71429,105090.7872,949886.0,1.0,1531884.0,40312.73684,165291.559,996485.0,3.0,581865.0,12930.33333,29796.44595,160623.0,1.0,0.0,0.0,0.0,0.0,804.0,944.0,25.45884675,30.02838335,0.0,976.0,109.9069767,236.5000996,55932.29713,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,111.2,69.48717949,146.5652174,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2710.0,46.0,6742.0,8192.0,245.0,37.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-54014-80-6,172.16.0.1,54014.0,192.168.10.50,80.0,6.0,6/7/2017 10:18,5099613.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784373246,1699871.0,2943486.997,5098717.0,127.0,5099613.0,2549806.5,3604703.798,5098717.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.588279934,0.196093311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
192.168.10.17-206.108.0.133-123-123-17,192.168.10.17,123.0,206.108.0.133,123.0,17.0,6/7/2017 10:19,22403.0,1.0,1.0,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,4285.140383,89.27375798,22403.0,0.0,22403.0,22403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,44.63687899,44.63687899,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,48.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-54040-80-6,172.16.0.1,54040.0,192.168.10.50,80.0,6.0,6/7/2017 10:19,5541209.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721864127,1847069.667,3198448.627,5540320.0,129.0,5541209.0,2770604.5,3916969.224,5540320.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.541398096,0.180466032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-54054-80-6,172.16.0.1,54054.0,192.168.10.50,80.0,6.0,6/7/2017 10:19,5239918.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763370725,1746639.333,3024691.304,5239252.0,100.0,5239918.0,2619959.0,3704239.684,5239252.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.572528043,0.190842681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-54068-80-6,172.16.0.1,54068.0,192.168.10.50,80.0,6.0,6/7/2017 10:19,5976571.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.669280094,1992190.333,3449811.055,5975689.0,134.0,5976571.0,2988285.5,4224826.546,5975689.0,882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.50196007,0.167320023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-54108-80-6,172.16.0.1,54108.0,192.168.10.50,80.0,6.0,6/7/2017 10:19,5130556.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.779642596,1710185.333,2961370.132,5129681.0,124.0,5130556.0,2565278.0,3626613.502,5129681.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.584731947,0.194910649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-54134-80-6,172.16.0.1,54134.0,192.168.10.50,80.0,6.0,6/7/2017 10:19,5418306.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738238114,1806102.0,3127502.674,5417431.0,93.0,5418306.0,2709153.0,3830083.478,5417431.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.553678585,0.184559528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-54148-80-6,172.16.0.1,54148.0,192.168.10.50,80.0,6.0,6/7/2017 10:19,5134920.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778980004,1711640.0,2964043.833,5134223.0,126.0,5134920.0,2567460.0,3629951.046,5134223.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.584235003,0.194745001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-54162-80-6,172.16.0.1,54162.0,192.168.10.50,80.0,6.0,6/7/2017 10:19,5869131.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6815319,1956377.0,3387789.202,5868259.0,131.0,5869131.0,2934565.5,4148869.136,5868259.0,872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.511148925,0.170382975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-54188-80-6,172.16.0.1,54188.0,192.168.10.50,80.0,6.0,6/7/2017 10:19,5311304.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.753110724,1770434.667,3065740.622,5310447.0,156.0,5311304.0,2655652.0,3754447.094,5310447.0,857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.564833043,0.188277681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-54202-80-6,172.16.0.1,54202.0,192.168.10.50,80.0,6.0,6/7/2017 10:19,5027603.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795607768,1675867.667,2902088.667,5026911.0,95.0,5027603.0,2513801.5,3554073.539,5026911.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.596705826,0.198901942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
192.168.10.25-104.20.120.20-49873-80-6,192.168.10.25,49873.0,104.20.120.20,80.0,6.0,6/7/2017 10:19,45862944.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.261649143,0.043608191,45900000.0,0.0,45900000.0,45900000.0,45900000.0,45900000.0,0.0,45900000.0,45900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.043608191,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,65535.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-54228-80-6,172.16.0.1,54228.0,192.168.10.50,80.0,6.0,6/7/2017 10:19,5335376.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74971286,1778458.667,3079616.949,5334494.0,156.0,5335376.0,2667688.0,3771433.213,5334494.0,882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.562284645,0.187428215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-54242-80-6,172.16.0.1,54242.0,192.168.10.50,80.0,6.0,6/7/2017 10:19,5076769.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7879027,1692256.333,2930313.595,5075891.0,125.0,5076769.0,2538384.5,3588576.107,5075891.0,878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.590927025,0.196975675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-54268-80-6,172.16.0.1,54268.0,192.168.10.50,80.0,6.0,6/7/2017 10:19,67517268.0,203.0,104.0,48985.0,183673.0,585.0,0.0,241.3054187,253.3691693,1869.0,0.0,1766.086538,309.5699526,3445.903646,4.546984928,220644.6667,423507.6536,3826349.0,5.0,67500000.0,334229.396,483750.9434,3826349.0,901.0,67500000.0,655506.4175,504493.987,3827235.0,5.0,0.0,0.0,0.0,0.0,6504.0,3336.0,3.006638243,1.540346686,0.0,1869.0,755.3831169,772.6920427,597052.9928,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,757.8436482,241.3054187,1766.086538,0.0,0.0,0.0,0.0,0.0,0.0,203.0,48985.0,104.0,183673.0,29200.0,1150.0,101.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
172.16.0.1-192.168.10.50-54282-80-6,172.16.0.1,54282.0,192.168.10.50,80.0,6.0,6/7/2017 10:19,5199466.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769309771,1733155.333,3001306.019,5198765.0,134.0,5199466.0,2599733.0,3675586.303,5198765.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.576982329,0.192327443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � XSS
